code,name,type,state,latitude,longitude,found,faculty_count,department_count,review_rating,review_count,difficulty_SD,difficulty_rank
F140310110883,College of Healthcare Management,Private,Fukuoka Ken,33.146324,130.459808,2007-12,1,1,3.24,4,,
F140310110892,Junshin Gakuen University,Private,Fukuoka Ken,33.558674,130.420029,2010-10,2,6,3.45,49,39.6,E
F140310110909,Fukuoka Nursing College,Private,Fukuoka Ken,33.546623,130.331177,2016-08,2,2,3,5,38.5,F
F140310110918,Fukuoka International University of Health and Welfare,Private,Fukuoka Ken,33.591415,130.349396,2018-08,3,5,3.74,24,40.9,E
F141310111140,Nishikyushu University,Private,Saga Ken,33.331242,130.344986,1968-02,6,13,3.83,119,35.5,F
F142310111201,Nagasaki Institute of Applied Science,Private,Nagasaki Ken,32.750111,129.942505,1945-03,3,7,3.65,34,35.6,F
F142310111210,Kwassui Women’s University,Private,Nagasaki Ken,32.738106,129.873413,1981-01,5,8,3.76,118,35.6,F
F142310111229,Nagasaki Junshin Catholic University,Private,Nagasaki Ken,32.802841,129.907333,1993-12,2,6,3.92,109,36.8,F
F142310111238,Nagasaki International University,Private,Nagasaki Ken,33.101685,129.789978,1999-12,6,9,3.95,110,36.6,F
F142310111247,Nagasaki University of Foreign Studies,Private,Nagasaki Ken,32.814011,129.841446,2000-12,1,2,3.76,55,36.3,F
F142310111256,Nagasaki Wesleyan University,Private,Nagasaki Ken,32.858086,130.030273,2001-12,1,3,3.71,20,35.5,F
F143310111317,Sojo University,Private,Kumamoto Ken,32.831253,130.695465,1965-01,9,25,3.85,166,42.5,E
F143310111326,Kumamoto Gakuen University,Private,Kumamoto Ken,32.804508,130.728745,1954-02,10,17,3.8,290,39.4,E
F143310111335,Shokei University,Private,Kumamoto Ken,32.797447,130.716278,1975-01,2,2,3.51,41,35.8,F
F143310111344,Kyushu Lutheran College,Private,Kumamoto Ken,32.820332,130.722031,1996-12,2,3,4.28,44,40,E
F143310111353,Kyushu University of Nursing And Social Welfare,Private,Kumamoto Ken,32.946815,130.553604,1998-04,3,9,3.72,86,37.4,F
F143310111362,Heisei College of Music,Private,Kumamoto Ken,32.712303,130.791824,1972-04,2,3,3.72,23,,
F143310111371,Kumamoto Health Science University,Private,Kumamoto Ken,32.852104,130.68782,2002-12,3,5,4.11,85,39.3,E
F144310111432,Nippon Bunri University,Private,Oita Ken,33.231152,131.725113,1967-01,4,8,3.63,62,36.9,F
F144310111441,Beppu University,Private,Oita Ken,33.312283,131.490509,1947-04,6,12,3.87,110,35.6,F
F144310111450,Ritsumeikan Asia Pacific University,Private,Oita Ken,33.284721,131.491104,1999-12,4,5,3.94,195,50.6,C
F145310111556,Minami Kyushu University,Private,Miyazaki Ken,31.93807,131.414932,1967-02,4,6,4.11,73,,
F145310111565,Miyazaki Sangyo-Keiei University,Private,Miyazaki Ken,31.882841,131.404449,1987-02,2,2,3.78,36,38.5,F
F145310111574,Miyazaki International College,Private,Miyazaki Ken,31.87104,131.387329,1993-12,2,2,3.68,22,36.3,F
F145310111583,Kyushu University of Health And Welfare,Private,Miyazaki Ken,32.56876,131.613464,1998-12,9,13,3.64,91,,
F146310111644,The International University of Kagoshima,Private,Kagoshima Ken,31.493916,130.496445,1932-03,6,9,3.89,139,36.8,F
F146310111653,Daiichi Institute of Technology,Private,Kagoshima Ken,31.745907,130.768463,1966-01,2,5,4.02,28,35.5,F
F146310111662,Shigakukan University,Private,Kagoshima Ken,31.559242,130.542252,1978-12,3,5,3.84,86,36,F
F146310111671,Kagoshima Immaculate Heart University,Private,Kagoshima Ken,31.826616,130.327606,1993-12,3,4,4.04,60,36.2,F
F147310111778,Okinawa Institute of Science and Technology Graduate University,Private,Okinawa Ken,26.464243,127.830719,2011-10,1,1,3.64,3,,
F147310111787,Okinawa International University,Private,Okinawa Ken,26.263245,127.755028,1972-02,7,15,3.95,263,41.6,E
F147310111796,Okinawa University,Private,Okinawa Ken,26.200539,127.699211,1961-03,4,7,3.88,121,37.5,F
F147310111803,Okinawa Christian University,Private,Okinawa Ken,26.23896,127.754646,2003-11,2,2,4.23,25,39,F
F108310111971,R Professional University of Rehabilitation,Private,Ibaraki Ken,36.084904,140.212311,2022-04,1,2,2,1,37.5,F
F127310111950,Osaka Shin-Ai  Gakuin University,Private,Osaka Fu,34.711761,135.559464,2022-04,2,2,,,38.8,F
F140310112006,Reiwa Health Sciences University,Private,Fukuoka Ken,33.690834,130.432571,2022-04,2,3,3.5,2,36,F
